,Channel_name,Subscribers,Views,Total_videos,playlist_id,channel_id,channel_name,country
3818,Robin Schulz,3780000,4426697986,636,UULVVBWrp9jw4-SYUoU42hcg,UCLVVBWrp9jw4-SYUoU42hcg,Robin Schulz,DE
3819,SBSKPOP X INKIGAYO,8540000,7595161642,39158,UUS_hnpJLQTvBkqALgapi_4g,UCS_hnpJLQTvBkqALgapi_4g,SBSKPOP X INKIGAYO,KR
3820,غـذي ذهنك,4920000,330669157,1415,UUOsLzPx5EqzDk4KKXs3wl-Q,UCOsLzPx5EqzDk4KKXs3wl-Q,غـذي ذهنك,SA
3821,Toys 4 You JucariiPentruTine,480000,242215855,1541,UU94nFePZO5PHRHfaynROU2A,UC94nFePZO5PHRHfaynROU2A,Toys 4 You JucariiPentruTine,RO
3822,All in One,92100,4947,3,UUrjzPb6bDpM8ISvjzUPKSFw,UCrjzPb6bDpM8ISvjzUPKSFw,All in One,IN
3823,Color Man,2470000,1155975846,5088,UUMMPGC9Ow2FmYE6ogg48GFg,UCMMPGC9Ow2FmYE6ogg48GFg,Color Man,VN
3824,News One,762000,204969179,64523,UUjHWKUbljF4hp3s5PbgK9uA,UCjHWKUbljF4hp3s5PbgK9uA,News One,PK
3825,قناة الشيخ كشك,8420000,1798901577,4393,UUrZ3UtzbXNYVl4r2a0xJGxQ,UCrZ3UtzbXNYVl4r2a0xJGxQ,قناة الشيخ كشك,FR
3826,Alex Casaki,541000,57192497,462,UUlb1CnfhQP-J27mTEy3aRIw,UClb1CnfhQP-J27mTEy3aRIw,Alex Casaki,SV
3827,CoasterForce,1350000,853434527,3899,UUIxiXRZqUv9zYVM80cz6ZnA,UCIxiXRZqUv9zYVM80cz6ZnA,CoasterForce,US
3828,Research Tv India,6160000,761578866,988,UUa6cLayR1jdfGFPEOXKCRYg,UCa6cLayR1jdfGFPEOXKCRYg,Research Tv India,IN
3829,معلومة | M3loma,6350000,685373380,1523,UUA1t1vV27405K8EJKphDfbQ,UCA1t1vV27405K8EJKphDfbQ,معلومة | M3loma,EG
3830,SHREEBHAJAN,2680000,839432912,1483,UUhWBOY3hLUeqIKZcX1Dz3EA,UChWBOY3hLUeqIKZcX1Dz3EA,SHREEBHAJAN,US
3831,Zee Sarthak,3580000,2830542427,65369,UUfmbodYLstjhfnIyM_oRP0Q,UCfmbodYLstjhfnIyM_oRP0Q,Zee Sarthak,IN
3832,Loai RL,512000,13191829,1279,UU3gPzqtG6QQR0fCXg84651g,UC3gPzqtG6QQR0fCXg84651g,Loai RL,US
3833,I'm A Celebrity... Get Me Out Of Here!,1410000,791357113,4912,UUcjQhy2dG8IMkBDDtegv23g,UCcjQhy2dG8IMkBDDtegv23g,I'm A Celebrity... Get Me Out Of Here!,GB
3834,T-FUN,3960000,1113917025,1350,UUdhqVAZwe2NZ8fB9AtGPJZQ,UCdhqVAZwe2NZ8fB9AtGPJZQ,T-FUN,VN
3835,Kubz Scouts,6230000,3302895895,2953,UUZBY6V8Lxmwu8gGRBOyO11w,UCZBY6V8Lxmwu8gGRBOyO11w,Kubz Scouts,Unknown
3836,Rovi23,8070000,3007955476,7237,UUHgleR62IO4SCuDaOLZ4njw,UCHgleR62IO4SCuDaOLZ4njw,Rovi23,ES
3837,Shaun the Sheep Official,13300000,7438756382,1257,UUS7H8U-n5mINVJjJsaRtGHg,UCS7H8U-n5mINVJjJsaRtGHg,Shaun the Sheep Official,GB
3838,محمد خير جراح Mhd Kheir Jarrah,1190000,617266127,1417,UUheAalolSoHURjX18Z9D2og,UCheAalolSoHURjX18Z9D2og,محمد خير جراح Mhd Kheir Jarrah,US
3839,Garam Chai,1420000,219112041,543,UUBkBuxHWPeV9C-DjAslHrIg,UCBkBuxHWPeV9C-DjAslHrIg,Garam Chai,IN
3840,HalfpintFilmzz,1470000,823485072,4519,UUO_coWOBvqu-Nn5_YoM7ONw,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmzz,Unknown
3841,Connecting,1870000,707151317,16640,UUPdY_wN8ZU8qs7DNrLb9z8w,UCPdY_wN8ZU8qs7DNrLb9z8w,Connecting,IN
3842,Will It Slime?,1850000,503673563,226,UU4OLYMoWyPkFGVZDDQ4EhFg,UC4OLYMoWyPkFGVZDDQ4EhFg,Will It Slime?,US
3843,S7S,9330000,2164950407,749,UUtdKiwN9vw961uho0lre4_A,UCtdKiwN9vw961uho0lre4_A,S7S,SA
3844,Rosanna Pansino,14800000,5015565286,1819,UUjwmbv6NE4mOh8Z8VhPUx1Q,UCjwmbv6NE4mOh8Z8VhPUx1Q,Rosanna Pansino,US
3845,Трум Трум СЕЛЕКТ,7010000,3110655177,2189,UUA8x119TMd1esbI3woeIbQg,UCA8x119TMd1esbI3woeIbQg,Трум Трум СЕЛЕКТ,UA
3846,圧倒的不審者の極み!,3450000,621581909,75,UUg3qsVzHeUt5_cPpcRtoaJQ,UCg3qsVzHeUt5_cPpcRtoaJQ,圧倒的不審者の極み!,JP
3847,AGUGAI,2750000,1867935337,4783,UUS-kRm9CJWtxze3IfVoM0lQ,UCS-kRm9CJWtxze3IfVoM0lQ,AGUGAI,KZ
3848,Cartoon Network Brasil,7380000,3045054172,5565,UU1toK6UDXwreacdepXYcyqA,UC1toK6UDXwreacdepXYcyqA,Cartoon Network Brasil,BR
3849,Better Noise Music,1840000,1929499005,2872,UUqh8RdUfSR9lGyasBhM_bjA,UCqh8RdUfSR9lGyasBhM_bjA,Better Noise Music,US
3850,Dil Punjabi TV,747000,76965295,890,UUiCiyw4RnMBl7ti41GzJqHA,UCiCiyw4RnMBl7ti41GzJqHA,Dil Punjabi TV,IN
3851,Third String Kicker,791000,506061462,216,UUj_--_N-t1UpPOWEn-gzWSQ,UCj_--_N-t1UpPOWEn-gzWSQ,Third String Kicker,US
3852,UrbanoVideosTV,4950000,184176158,49,UUl8xrgGE1gYYOvQY3sgp3cQ,UCl8xrgGE1gYYOvQY3sgp3cQ,UrbanoVideosTV,PE
3853,Level UP,4170000,3767297284,353,UUNK813T2BNBwcfDPDTPeMPA,UCNK813T2BNBwcfDPDTPeMPA,Level UP,US
3854,Roblox Vídeos - Thomas & Friends,221000,164369674,4798,UUJme9Xb1BW5R7F01r0SABZg,UCJme9Xb1BW5R7F01r0SABZg,Roblox Vídeos - Thomas & Friends,BR
3855,CD MLP scratch,971000,807604262,270,UUeFpsa5aIK1E1OGSdQk7JOw,UCeFpsa5aIK1E1OGSdQk7JOw,CD MLP scratch,MX
3856,EarthWindandFireVEVO,430000,2109898740,184,UU72IXi6wx33LdltVkdwtLpw,UC72IXi6wx33LdltVkdwtLpw,EarthWindandFireVEVO,Unknown
3857,Brinoco,5770000,0,0,UUjo0gn1VrMnHc0EiL63wkmA,UCjo0gn1VrMnHc0EiL63wkmA,Brinoco,CH
3858,Moonbug Kids - Cartoons and Kids Songs,12600000,5274265920,2349,UU3_PaZ3Eso1JkuJyE_v4-3g,UC3_PaZ3Eso1JkuJyE_v4-3g,Moonbug Kids - Cartoons and Kids Songs,US
3859,Radio Baltkom I Mixnews,89600,33978370,14750,UUgE4V1tqxBsijZnhNAdjLeQ,UCgE4V1tqxBsijZnhNAdjLeQ,Radio Baltkom I Mixnews,LV
3860,Tarang Cine Productions,3730000,2123594103,2875,UUFrL8Cc5J7Y6aoW-kQs2Nag,UCFrL8Cc5J7Y6aoW-kQs2Nag,Tarang Cine Productions,IN
3861,PEACH EAT LAEK,9080000,1920411086,1376,UU8jdjGFODrFuR3e-HTmcsAw,UC8jdjGFODrFuR3e-HTmcsAw,PEACH EAT LAEK,TH
3862,Domingo Espetacular,8660000,3330836653,10736,UUP-Vg2PcmLiWpEdvMI1R35w,UCP-Vg2PcmLiWpEdvMI1R35w,Domingo Espetacular,Unknown
3863,PUBG TV,2340000,2683599,21,UUXQ_4o9suWlKtAUUfqn9I5Q,UCXQ_4o9suWlKtAUUfqn9I5Q,PUBG TV,US
3864,Oyuncak Şekeri,4490000,547511404,17,UUK3fvChGrcBWWtYN60iRE-Q,UCK3fvChGrcBWWtYN60iRE-Q,Oyuncak Şekeri,TR
3865,สอดอ Style,4240000,1029734882,870,UUVIzv4PnqfQnbgkCyrFqcvw,UCVIzv4PnqfQnbgkCyrFqcvw,สอดอ Style,TH
3866,Jani Eremin,401000,208670782,82,UUsNR7vgpnr3nYwIKYxyGyVg,UCsNR7vgpnr3nYwIKYxyGyVg,Jani Eremin,PT
3867,华策影视青春剧场 HUACE GLOBAL FUN,2150000,1339036537,1954,UU9M9sV3sGmutY26H4LNBTww,UC9M9sV3sGmutY26H4LNBTww,华策影视青春剧场 HUACE GLOBAL FUN,TW
3868,MANYACRAFT,2360000,371788359,3702,UUTugjE76W-cSLohpbB_NRLA,UCTugjE76W-cSLohpbB_NRLA,MANYACRAFT,BR
3869,Cartoons Adventures,1730000,0,0,UUmIZUrJjE4bgRqhd8BVvxsg,UCmIZUrJjE4bgRqhd8BVvxsg,Cartoons Adventures,US
3870,Trung Ruồi Official ,3100000,1164999631,228,UULMLyjR1_4mVm781mDHVp2Q,UCLMLyjR1_4mVm781mDHVp2Q,Trung Ruồi Official ,VN
3871,Disco Recording Company - Telangana Folks,3800000,1976933236,3808,UURZb9MtLB8Lo5OHo0IcMsxA,UCRZb9MtLB8Lo5OHo0IcMsxA,Disco Recording Company - Telangana Folks,IN
3872,Liliya Kitto,2060000,579265127,905,UUxy43OeEs_dfCidT7ZX3J-w,UCxy43OeEs_dfCidT7ZX3J-w,Liliya Kitto,Unknown
3873,Firus,15800,3703,3,UUSVy37n5WZp5CZ6WNXMoPlQ,UCSVy37n5WZp5CZ6WNXMoPlQ,Firus,PH
3874,Vanessa Mendes,4200000,654604146,617,UUQdk2saej6FXMllUqwShAYA,UCQdk2saej6FXMllUqwShAYA,Vanessa Mendes,BR
3875,McDonald's Brasil,972000,1182332620,281,UUcDdl8jO0ELNGZESkLbCDNg,UCcDdl8jO0ELNGZESkLbCDNg,McDonald's Brasil,US
3876,CILIO,3920000,748958687,931,UUi5IN0zOIgqY1IsjLMEN7Rg,UCi5IN0zOIgqY1IsjLMEN7Rg,CILIO,ES
3877,NellyVEVO,3020000,4659453210,88,UUzQNgpWWPLuoAC6zA3VejzA,UCzQNgpWWPLuoAC6zA3VejzA,NellyVEVO,Unknown
3878,OGA PROMO Ug,201000,19371752,1436,UU5nmS_-61cnDOcBGNlDLG2A,UC5nmS_-61cnDOcBGNlDLG2A,OGA PROMO Ug,UG
3879,Carolina Ross,3500000,1387019728,756,UUYy5GwfbX8QB8F-KFZC0Xmg,UCYy5GwfbX8QB8F-KFZC0Xmg,Carolina Ross,MX
3880,DJ TK OFFICIAL,944000,63151,7,UUDqck5gqwu6CMBelFrfOG7w,UCDqck5gqwu6CMBelFrfOG7w,DJ TK OFFICIAL,Unknown
3881,Jaze Cinema,7790000,3213698530,4678,UU3oPy4QGH5q9txrra13FjgQ,UC3oPy4QGH5q9txrra13FjgQ,Jaze Cinema,GB
3882,NerdOut!,3380000,1401282341,503,UUMvETSFFkMOADyrGBj3gbWA,UCMvETSFFkMOADyrGBj3gbWA,NerdOut!,US
3883,FilmiBeat,5410000,2273833447,98325,UUsaoYBUHz_lVB_dOmFwA9Zw,UCsaoYBUHz_lVB_dOmFwA9Zw,FilmiBeat,IN
3884,MARTIN TV GO VEGAN - AMOR Y MÁS,89700,20759752,591,UUsnH2a2peYhK3nsiNr6g7fQ,UCsnH2a2peYhK3nsiNr6g7fQ,MARTIN TV GO VEGAN - AMOR Y MÁS,ES
3885,RTLZWEI,832000,793064691,2225,UUmn29BrK0ismTgIbzDoegGA,UCmn29BrK0ismTgIbzDoegGA,RTLZWEI,DE
3886,Die Antwoord - Topic,289000,124200307,204,UU2a4yOL6AmQDozwc3NsUDNg,UC2a4yOL6AmQDozwc3NsUDNg,Die Antwoord - Topic,Unknown
3887,EBY TV ,4200000,2927726,108,UUJHf0urdptElA1dbLu2zpcQ,UCJHf0urdptElA1dbLu2zpcQ,EBY TV ,ID
3888,HERMusicVEVO,172000,1577951508,95,UUQT3bmChpmnR5ThhY_ewoOQ,UCQT3bmChpmnR5ThhY_ewoOQ,HERMusicVEVO,Unknown
3889,HYPEX,1560000,253632817,1125,UU3_ASPgD-kYhRSoxAb79_Sw,UC3_ASPgD-kYhRSoxAb79_Sw,HYPEX,US
3890,Round2hell,36000000,3738847244,70,UUt4atlExw8aj3Bm79nv1fig,UCt4atlExw8aj3Bm79nv1fig,Round2hell,IN
3891,Disney Kids Italia,2870000,2445597369,3039,UUTLBJ_2dg5G109qFR34wRRA,UCTLBJ_2dg5G109qFR34wRRA,Disney Kids Italia,IT
3892,Aşk Laftan Anlamaz,2550000,1902922950,3981,UUsbO_JHHA68ZpTlauAGEzrA,UCsbO_JHHA68ZpTlauAGEzrA,Aşk Laftan Anlamaz,TR
3893,SuperHeroClub,773000,0,0,UUU5jKSZ_nsTkbFIoFXT2n8A,UCU5jKSZ_nsTkbFIoFXT2n8A,SuperHeroClub,US
3894,MR Bhojpuriya,2540000,653717743,749,UUG6NYJ-YFIBbwew2NdwfzWw,UCG6NYJ-YFIBbwew2NdwfzWw,MR Bhojpuriya,IN
3895,Little Treehouse India - Hindi Kids Nursery Rhymes,12600000,6145750592,1287,UUv2nZeFsPelH6I4LNWYn5TA,UCv2nZeFsPelH6I4LNWYn5TA,Little Treehouse India - Hindi Kids Nursery Rhymes,IN
3896,コロネおじさん / Uncle Corone,2750000,118426725,34,UULEOVYF-eVtj20KfYlIUr-Q,UCLEOVYF-eVtj20KfYlIUr-Q,コロネおじさん / Uncle Corone,JP
3897,AnavitoriaVEVO,1080000,1304693557,73,UUaRC1kPSc3CcyVT1ddlbVGA,UCaRC1kPSc3CcyVT1ddlbVGA,AnavitoriaVEVO,Unknown
3898,RAJAWALI TELEVISI - LANGIT RTV,3360000,999228837,9685,UUsV-avwwNbEYj1n-50Yc3Ww,UCsV-avwwNbEYj1n-50Yc3Ww,RAJAWALI TELEVISI - LANGIT RTV,ID
3899,GEICO Insurance,1860000,32879816,216,UUHxcqJWQQcoVmVh5eHVqVxg,UCHxcqJWQQcoVmVh5eHVqVxg,GEICO Insurance,Unknown
3900,Colors,5870000,4771057096,26187,UULNItyVW0epTrMVA3DxQglg,UCLNItyVW0epTrMVA3DxQglg,Colors,IN
3901,Funny Floret,679000,103635909,57,UUi8jZeaMWmWp0vTT2GD0nng,UCi8jZeaMWmWp0vTT2GD0nng,Funny Floret,US
3902,TheBrainDit,8320000,3216402485,9467,UUFBcrywVNeUOqtJgGhPEvQg,UCFBcrywVNeUOqtJgGhPEvQg,TheBrainDit,UA
3903,Aflamna El7elwa - أفلامنا الحلوة,1830000,590485049,502,UUDKzr7s9dimtneYAIo6SENw,UCDKzr7s9dimtneYAIo6SENw,Aflamna El7elwa - أفلامنا الحلوة,EG
3904,Kurtlar Vadisi Pusu,3580000,2070392583,3228,UUz1UfNp9VFp9R1HEFn5PY5A,UCz1UfNp9VFp9R1HEFn5PY5A,Kurtlar Vadisi Pusu,TR
3905,Rels B / Skinny Flakk,5360000,5235328656,154,UUzmZtDoRh0zRTTuxiw3zJZg,UCzmZtDoRh0zRTTuxiw3zJZg,Rels B / Skinny Flakk,ES
3906,Attessia TV,4940000,2969353561,23744,UUQS3ejF2jBAhwmbGD9Q3oeA,UCQS3ejF2jBAhwmbGD9Q3oeA,Attessia TV,TN
3907,Nossa Novela,1690000,554097499,777,UUues-k4fhR0SVjQzeORFKqA,UCues-k4fhR0SVjQzeORFKqA,Nossa Novela,Unknown
3908,Simon Desue,4130000,832982828,694,UUrDAFagvWYuScZMzqs-OslA,UCrDAFagvWYuScZMzqs-OslA,Simon Desue,Unknown
3909,Palmashow,4030000,2567424247,566,UUoZoRz4-y6r87ptDp4Jk74g,UCoZoRz4-y6r87ptDp4Jk74g,Palmashow,Unknown
3910,ROBERT PG,6900000,2071627215,980,UU1StC0C68OdfjB9qyJPUF8A,UC1StC0C68OdfjB9qyJPUF8A,ROBERT PG,ES
3911,MysticGotJokes,4280000,1324135009,761,UUXgfQbfVvYA9G9-Jb9cBSYg,UCXgfQbfVvYA9G9-Jb9cBSYg,MysticGotJokes,US
3912,Đồ Chơi Thiếu Nhi,1900000,230368549,5,UUsZyH6FR_m2eHCooowv0WKg,UCsZyH6FR_m2eHCooowv0WKg,Đồ Chơi Thiếu Nhi,VN
3913,ColorMonsters Toy,925000,549459524,1040,UUSKHxKbb6bTHKQ0thCzyIFw,UCSKHxKbb6bTHKQ0thCzyIFw,ColorMonsters Toy,KR
3914,HDBroadcaster🎥,348000,197546693,359,UUE0ikSo6LIH-lAoaq2a4lEA,UCE0ikSo6LIH-lAoaq2a4lEA,HDBroadcaster🎥,US
3915,釣りよかでしょう。,1760000,1616555675,3832,UU4QadOSsJu54Qs8z99shRiQ,UC4QadOSsJu54Qs8z99shRiQ,釣りよかでしょう。,JP
3916,VICE,19000000,5442357692,4343,UUn8zNIfYAQNdrFRrr8oibKw,UCn8zNIfYAQNdrFRrr8oibKw,VICE,US
3917,Рэп Лирика - Рэп Новинки,1700000,639206684,1461,UUbuRm1QMw_l3L2g3YYY1XQQ,UCbuRm1QMw_l3L2g3YYY1XQQ,Рэп Лирика - Рэп Новинки,US
3918,MeleTOP,2000000,1101279686,6734,UUW4r6r93JlGcdxRkgVbCzRg,UCW4r6r93JlGcdxRkgVbCzRg,MeleTOP,MY
3919,少康戰情室 TVBS Situation Room,1530000,2157071665,51089,UULZBXiS9ZrIXgKBs_SMfGBQ,UCLZBXiS9ZrIXgKBs_SMfGBQ,少康戰情室 TVBS Situation Room,TW
3920,น้องดาว We Kids Smile,2700000,1026950124,2065,UUPoCKV9z_f0ICQqZZ4mKeRA,UCPoCKV9z_f0ICQqZZ4mKeRA,น้องดาว We Kids Smile,TH
3921,dontettotv,218000,85463691,70,UUdb6iSw8AR7ujodOkHw5Upg,UCdb6iSw8AR7ujodOkHw5Upg,dontettotv,CO
3922,Funtastic TV,3030000,2059644504,253,UUwl5RE0vM0sBVQzRvM965fw,UCwl5RE0vM0sBVQzRvM965fw,Funtastic TV,US
3923,Jc Sheik,1550000,338195195,603,UUOof9T3RSbXT9Onc-oZeJiw,UCOof9T3RSbXT9Onc-oZeJiw,Jc Sheik,BR
3924,Телеканал Ю,3850000,530881112,835,UUw25DrmfCz5_yy_Hk1sTQKQ,UCw25DrmfCz5_yy_Hk1sTQKQ,Телеканал Ю,RU
3925,WhatCulture Wrestling,2120000,1828389552,12074,UUq8jp0E99ELBvmBxjJ-JLgA,UCq8jp0E99ELBvmBxjJ-JLgA,WhatCulture Wrestling,GB
3926,AshStudio7,6020000,1008757489,149,UUlvgyQvIplPQU8N73vPlFUA,UClvgyQvIplPQU8N73vPlFUA,AshStudio7,Unknown
3927,Peter PlutaX,3140000,1817167759,3648,UUbaY6IEY0-pRHBU_qCswoNQ,UCbaY6IEY0-pRHBU_qCswoNQ,Peter PlutaX,SK
3928,Tivibu Spor,724000,499654827,12165,UUzzylIZKbeIDhohxAaQFy1Q,UCzzylIZKbeIDhohxAaQFy1Q,Tivibu Spor,TR
3929,PragerU,3390000,2316397073,5738,UUZWlSUNDvCCS1hBiXV0zKcA,UCZWlSUNDvCCS1hBiXV0zKcA,PragerU,US
3930,Daftar5 TV,8450000,24771791,5,UUGooqe5Poe7wK6xmScAm4Kw,UCGooqe5Poe7wK6xmScAm4Kw,Daftar5 TV,ID
3931,Julia Silva,4540000,946147483,1318,UUsXGvLPTWXAOt8WrjiBCLGg,UCsXGvLPTWXAOt8WrjiBCLGg,Julia Silva,CA
3932,きばちゃんねるKIBA channel,563000,153739883,1472,UUWJ187XLOSz3D1B24GsNwsw,UCWJ187XLOSz3D1B24GsNwsw,きばちゃんねるKIBA channel,JP
3933,Dr. Vivek Bindra: Motivational Speaker,21200000,2069277760,2546,UUR-foyF-C6VuAlwy3KZMkgA,UCR-foyF-C6VuAlwy3KZMkgA,Dr. Vivek Bindra: Motivational Speaker,IN
3934,kiiroitori1229,497000,1199057,107,UUQuZcXoimZyF5N_cyvE_hlA,UCQuZcXoimZyF5N_cyvE_hlA,kiiroitori1229,Unknown
3935,Talking Kitty Cat,2930000,1010249946,166,UUYFo16eFDNhD3W_POj9gKFw,UCYFo16eFDNhD3W_POj9gKFw,Talking Kitty Cat,US
3936,ILuvOlitz2,81800,115067850,257,UUrNs-RxiCZc08RJzvXOraxA,UCrNs-RxiCZc08RJzvXOraxA,ILuvOlitz2,Unknown
3937,Mac Miller - Topic,97200,1164740913,414,UU52ZqHVQz5OoGhvbWiRal6g,UC52ZqHVQz5OoGhvbWiRal6g,Mac Miller - Topic,Unknown
3938,tvOneNews ,15900000,11127537886,228113,UUER4rvDnRBPr_ncYW4UCZjg,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews ,ID
3939,YUUKI MUSIC,105000,25035207,1223,UUSYy7SB18wxodxpI8TgBq3A,UCSYy7SB18wxodxpI8TgBq3A,YUUKI MUSIC,US
3940,CaptainSauce,2800000,2040991937,2178,UUhZD0fgllE2i-wUlgQV_9pA,UChZD0fgllE2i-wUlgQV_9pA,CaptainSauce,Unknown
3941,cute kiddy,1340000,128803273,47,UUrrvakqJsCh0J5yRxS_ZEjw,UCrrvakqJsCh0J5yRxS_ZEjw,cute kiddy,Unknown
3942,MileyCyrusVEVO,9950000,7529336529,167,UUdI8evszfZvyAl2UVCypkTA,UCdI8evszfZvyAl2UVCypkTA,MileyCyrusVEVO,Unknown
3943,Maasranga TV Official,4310000,1158958515,7854,UUJGnNvYgPpUhd7ImU9diBSQ,UCJGnNvYgPpUhd7ImU9diBSQ,Maasranga TV Official,BD
3944,Ultra Movie World,5950000,718789759,1374,UU6FvHUSDY5e_VVNVAYaNsAw,UC6FvHUSDY5e_VVNVAYaNsAw,Ultra Movie World,IN
3945,BrutalGaming!,940000,422566527,747,UUr1r2AUW13sUPymEjpTTKJw,UCr1r2AUW13sUPymEjpTTKJw,BrutalGaming!,US
3946,Rotten Tomatoes Coming Soon,4080000,4039511671,25375,UUkR0GY0ue02aMyM-oxwgg9g,UCkR0GY0ue02aMyM-oxwgg9g,Rotten Tomatoes Coming Soon,US
3947,NOWNEWS,803000,845531379,45242,UUg8EwsqYmiw7G267xxPyXsg,UCg8EwsqYmiw7G267xxPyXsg,NOWNEWS,TW
3948,Os Pequerruchos,3540000,2089533702,221,UUiGY1gH96utF2_xzgCgOSJw,UCiGY1gH96utF2_xzgCgOSJw,Os Pequerruchos,Unknown
3949,Monsta,17600000,6648742101,2142,UUfqDvjXc2jbAzaeqlIggkkg,UCfqDvjXc2jbAzaeqlIggkkg,Monsta,MY
3950,Belgas TV,7480000,1218139238,2046,UUsDOsk0C5r5TnkGDnKzrYFw,UCsDOsk0C5r5TnkGDnKzrYFw,Belgas TV,BR
3951,Grandpa Kitchen,9470000,1382466365,592,UU1of9ELYwB623fWaAMRDVFA,UC1of9ELYwB623fWaAMRDVFA,Grandpa Kitchen,IN
3952,Zoey FAM JAM,3010000,1010380775,107,UUiujgbcZjMKYk3DS4vog0FQ,UCiujgbcZjMKYk3DS4vog0FQ,Zoey FAM JAM,US
3953,DavidsTV,2280000,902182404,654,UUk6qykvBpLDwzgXeD8l_uMA,UCk6qykvBpLDwzgXeD8l_uMA,DavidsTV,US
3954,Zalfa Aulia Family,1530000,525010404,821,UUwL5X0XDmKd55E-eSxw-U4A,UCwL5X0XDmKd55E-eSxw-U4A,Zalfa Aulia Family,ID
3955,Nuke's Top 5,4670000,1350425206,308,UUBnbnH7DGXT9yBBVFbZeIwQ,UCBnbnH7DGXT9yBBVFbZeIwQ,Nuke's Top 5,US
3956,Majda06vlog,32200,115,2,UUk16Km4D8ibSzYwIkz9DhcA,UCk16Km4D8ibSzYwIkz9DhcA,Majda06vlog,FR
3957,PuneetSway,2960000,15439028,241,UUhvb9Gw2Ihrgwah-6fAm6lg,UChvb9Gw2Ihrgwah-6fAm6lg,PuneetSway,IN
3958,桐崎栄二.きりざきえいじ,3770000,4383359053,1121,UUzKa8fRPoCbKh8O9yW2JK2g,UCzKa8fRPoCbKh8O9yW2JK2g,桐崎栄二.きりざきえいじ,JP
3959,Stacy FOX,2490000,1008076017,398,UUJFg4qHvB3773J4vGDUqw0g,UCJFg4qHvB3773J4vGDUqw0g,Stacy FOX,TH
3960,ぐらんでぃーる,714000,459781335,689,UUwdm1X1xYo0znUz5sNvvrMg,UCwdm1X1xYo0znUz5sNvvrMg,ぐらんでぃーる,JP
3961,AbstrachujeTV,3380000,1641062628,925,UUTISYi9ABujrrI1Slg3ZDBA,UCTISYi9ABujrrI1Slg3ZDBA,AbstrachujeTV,PL
3962,ditto art,981000,3178439,187,UUKwnhi0IlCPqJK0UajyRpwQ,UCKwnhi0IlCPqJK0UajyRpwQ,ditto art,ID
3963,Ozuna - Topic,126000,3700357734,245,UUKEFjh4JL-OyMI8z3h5Coaw,UCKEFjh4JL-OyMI8z3h5Coaw,Ozuna - Topic,Unknown
3964,Adını Feriha Koydum,779000,947437759,4951,UUtkp8YehDHBNJ63CS9xwIQg,UCtkp8YehDHBNJ63CS9xwIQg,Adını Feriha Koydum,TR
3965,CÔ SAO TV,244000,1377161,199,UU25Q3GlTiael0CnNiVU9fIg,UC25Q3GlTiael0CnNiVU9fIg,CÔ SAO TV,US
3966,EM - عيسى المرزوق,1760000,619460051,41,UUAGIfMKaGF-jGydbYXBN4RQ,UCAGIfMKaGF-jGydbYXBN4RQ,EM - عيسى المرزوق,KW
3967,بابلي تولز | Publitools,2850000,1706365711,403,UUX6jYFVuV_tt8ydfH8BAEvg,UCX6jYFVuV_tt8ydfH8BAEvg,بابلي تولز | Publitools,AE
3968,Roadrunner Records,3060000,3255634110,461,UURRxSTgPUY0q_YToaczc2BQ,UCRRxSTgPUY0q_YToaczc2BQ,Roadrunner Records,Unknown
3969,Abu Noman Mohammad Atahar Ali,131000,108201,69,UUZ8XqwffkJsSU0ejShq63hA,UCZ8XqwffkJsSU0ejShq63hA,Abu Noman Mohammad Atahar Ali,US
3970,まめきゅん MAMEKYUNN 「童謡・童話」,1040000,928264040,1520,UUPHPAbhEODi5X4HP_zCRQ9w,UCPHPAbhEODi5X4HP_zCRQ9w,まめきゅん MAMEKYUNN 「童謡・童話」,JP
3971,No: 309,1210000,1477032619,7464,UUCXuXxtxpgEXZkHfbSOrBSQ,UCCXuXxtxpgEXZkHfbSOrBSQ,No: 309,TR
3972,Adventure Story ,3080000,1847818701,4078,UUHeWOk-AgBKKhWvhCpCeu4g,UCHeWOk-AgBKKhWvhCpCeu4g,Adventure Story ,KR
3973,Pebbles Hindi,2350000,863260056,3471,UUTM4tHYVqXeAU-Kt12mY02A,UCTM4tHYVqXeAU-Kt12mY02A,Pebbles Hindi,IN
3974,Niely Brasil,161000,33494321,37,UUZ9qVe1RlDCA2ZsW4f1sR7A,UCZ9qVe1RlDCA2ZsW4f1sR7A,Niely Brasil,BR
3975,Scenic Nature Relaxation,2020000,24715856,71,UUKV_9NXnNbCpI19w22ucd3A,UCKV_9NXnNbCpI19w22ucd3A,Scenic Nature Relaxation,US
3976,HBO,3080000,1549379337,10578,UUVTQuK2CaWaTgSsoNkn5AiQ,UCVTQuK2CaWaTgSsoNkn5AiQ,HBO,Unknown
3977,STARSHIP,6630000,5490696680,2289,UUYDmx2Sfpnaxg488yBpZIGg,UCYDmx2Sfpnaxg488yBpZIGg,STARSHIP,KR
3978, Tunes Arabia l تيونز أرابيا,1230000,1448522499,493,UUcKrSBvYWCEf3GTF9c_xGbg,UCcKrSBvYWCEf3GTF9c_xGbg, Tunes Arabia l تيونز أرابيا,AE
